_ - ,_ - voce/entry,_ - titolo/title,_ - sottitolo/subtitle,_ - autore/author,ids_authors,_ - genere/genre,_ - metro/mode,_ - luogo di pubblicazione/city,ids_city,_ - luogo di rappresentazione/location,ids_location,_ - editore/publisher,ids_publisher,_ - anno/year,_ - formato/format,_ - libretto,_ - compositore/composer,ids_composer,_ - traduzione/translation
3115,"LUCIO GIUNIO BRUTO. Tragedia. in Venezia, per Giambatista Pasquali. 1743 in 12. — ed ivi, per lo stesso. 1743 in 12. — del Sig. Ab. Antonio Conti, Patr. Ven.",Lucio Giunio Bruto,,Antonio Schinella Conti,Q2087202,Tragedia,,Venice,Q641,,,Giovanni Battista Pasquali,Q3762420,1743,12,False,,,False
3116,"LUCIO PAPIRIO. Dramma recitato in Pratolino l'anno 1714 — in Pratolino. 1714 in 12. — Replicato nel Teatro di Sant'Angiolo di Venezia l'anno 1715 — in Venezia, per Marino Rossetti. 1715 in 12. — Poesia di Antonio Salvi, Fiorentino, di Lucignano. — Musica di Luc'Antonio Predieri, Bolognese. — Replicato l'anno 1718 nel Teatro Formagliari di Bologna. — Musica di Giuseppe Orlandini, Bolognese. — E poi nel Teatro Obizzi di Padova l'anno stesso. — in Padova, per il Penada, 1718 in 12. — Musica di Diversi.",Lucio Papirio,,Antonio Salvi,Q604920,Dramma,verse,Pratolino,Q18487285,Teatro San Angelo,Q1110282,Penada,Q102280534,1714,12,True,N/A,,False
3117,"LUCIO PAPIRIO DITTATORE. Dramma per Musica rappresentato nella Cesarea Corte, per il nome gloriosissimo della S. C. e C. R. M. di Carlo VI Imperadore de' Romani, per comando della S. C. e C. R. M. di Elisabetta Cristina Imperadrice Regnante l'anno 1719 — in Vienna d'Austria, per Gio. Van Ghelen, 1719 in 8 — Poesia di Apostolo Zeno, Veneziano. — Musica di Antonio Caldara, Veneziano. — Replicato in Venezia l'anno 1721 nel Teatro di S. Gio. Grisostomo. — in Venezia, per Marino Rossetti. 1721 in 12. — Musica di Antonio Pollaroli, Veneziano. — Ed in Verona nel nuovo Teatro dall'Accademia Filarmonica anno 1734, con moltissime mutazion1. — in Verona, per Jacopo Vallarsi. 1734 in 12. — Musica di Geminiano Giacomelli, Parmigiano.",Lucio Papirio Dittatore,,Apostolo Zeno,Q349507,Dramma,,Vienna,Q1741,Teatro Malibran,Q3982047,Johann Peter van Ghelen,Q1695821,1719,8,True,Antonio Caldara,Q311571,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
3118,"LUCIO VERO. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1700 — in Venezia, per li Niccolini. 1700 in 12. — Poesia di Apostolo Zeno, Veneziano. — Musica di Carlo Francesco Pollaroli, Bresciano. — Replicato in Bologna l'anno 1717 nel Teatro Formagliari Musica di Giacomo Antonio Perti, Bolognese. — Ed in Mantova l'anno 1726 — in Mantova, nella Stamperia di S. Benedetto, per Alberto Pazzoni. 1726 in 12.",Lucio Vero,,Apostolo Zeno,Q349507,Dramma,,Venice,Q641,Teatro Malibran,Q3982047,Francesco Niccolini,,1700,12,True,Carlo Francesco Pollarolo,Q1042169,False
,,,,,,,,,,,,unknown,,,,,,,
3119,"LUCREZIA. Tragedia (in prosa). in Venezia, per Antonio Pinelli. 1625 in 4, e 1626 in 12, insieme con una breve difesa di Andrea Costantini, Veneziano. — di Giambatista Mamiani, Abate di Castel Durante.",Lucrezia,,Giambattista Mamiani,,Tragedia,prose,Venice,Q641,,,Antonio Pinelli,Q109471792,1625,4,False,,,False
3120,"LUCREZIA. Tragedia (in prosa in Napoli, per Giuseppe Cachj 1572 in 12. Seconda Edizione. — di Monsign. Paolo Regio, Vescovo di Vico Equestre.",Lucrezia,,Paolo Regio,Q25999351,Tragedia,prose,Naples,Q2634,,,Giuseppe Cachj,,1572,12,False,,,False
3121,"LUCREZIA. Tragedia. — in Roma, per il Salviati— 1733 in 4, con tre altre dello stesso Autore. — ed in Padova, per il Comino. 1733 in 4, colle tre altre dello stesso Autore. — del Cardinale Giovanni Delfino, Patrizio Veneto.",Lucrezia,,Giovanni Dolfin,Q3107155,Tragedia,,Rome,Q220,,,Salviati,,1733,4,False,,,False
3122,"LUCREZIA ROMANA VIOLATA DA LU. SESTO TARQUINIO, con la saggia Pazzia di Bruto Liberator della Patria. Opera Tragica (in prosa) in Venezia, senza Stampatore, ed anno. in 12. — del Dott. Gio. Bonicelli, Veneziano.",Lucrezia Romana Violata Da Lu,,Giovanni Bonicelli,Q87067866,"SESTO TARQUINIO,",prose,Venice,Q641,,,unknown,,0,12,False,,,False
3123,"LUCREZIA ROMANA IN COSTANTINOPOLI. Dramma Bernesco rappresentato nel Teatro di San Samuele di Venezia da una Compagnia di Comici. — in Venezia. senza Stampatore. 1737 in 12. — Poesia del Dot. Carlo Goldoni, Veneziano. — Musica del Maccari, Veneziano.",Lucrezia Romana In Costantinopoli,,Carlo Goldoni,Q165534,Dramma Bernesco,,Venice,Q641,Teatro San Samuele,Q1057412,unknown,,1737,12,False,,,False
3124,"LUCRINA. Favola Pastorale per Musica. in Milano, per Giuseppe Malatesta. 1700 in 12. nel Tom. IV. delle Opere dell'Autore. — di Carlo Maria Magg1, Milanese.",Lucrina,,Carlo Maria Maggi,Q1150131,Favola Pastorale,,Milan,Q490,,,Giuseppe Richino Malatesta,Q122599193,1700,12,True,,,False
3125,"LUIGI GONZAGA. Rappresentazione. — in Bologna per il Ferrari. 1634 in 8 — di Giulio Cesare Allegri, Bolognese.",Luigi Gonzaga,,Giulio Cesare Allegri,,Rappresentazione,,Bologna,Q1891,,,Ferrari,,1634,8,False,,,False
3126,"LUNA ECCLISSATA DALLA FEDE TRIONFANTE DI TUBA REGINA DI UNGHERIA. Opera Anagrammaticomica (in prosa) recitata nel Teatro di San Cassiano di Venezia l'anno 1687 — in Verona, per Domenico Rossi. 1687 in 12. — di Gennaro Sacco, detto Coviello, Comico del Sereniss. Sig. Principe Alessandro Farnese di Parma.",Luna Ecclissata Dalla Fede Trionfante Di Tuba Regina Di Ungheria,,Gennaro Sacco,,Opera Anagrammaticomica,prose,Verona,Q2028,Teatro San Cassiano,Q246429,Domenico de Rossi,Q1411610,1687,12,False,,,False
3127,"LUNA NEL POZZO. Commedia (in prosa) recitata in Roma l'anno 1641 in Casa del Sig. Cardinale Colonna. in Velletri, per Alfonso dell'Isola. 1641 in 12. — di Giuseppe Spinio, di Spoleti, Accademico Occupato.",Luna Nel Pozzo,,Giuseppe Spinio,,Commedia,prose,Rome,Q220,,,Alfonso dell'Isola,,1641,12,False,,,False
3128,"MACCABEI. Tragedia di M. della Motte tradotta (in prosa) — in Bologna, per il Volpe. 1730 in 12. — nel Tom. VI. dell'Opere Varie. — d'Incerto.",Maccabei,,unknown,Q24238356,Tragedia,prose,Bologna,Q1891,,,Lelio Dalla Volpe,Q6520898,1730,12,False,,,True
3129,"MADAMA CIANA. Opera Scenica (in prosa). — in Bologna, per Lelio della Volpe. 1733 in 12. — d'Incerto Autore.",Madama Ciana,,unknown,Q24238356,Opera Scenica,prose,Bologna,Q1891,,,Lelio Dalla Volpe,Q6520898,1733,12,False,,,False
3130,"MADDALENA. Sacra Rappresentazione. — — in Mantova, per Aurelio, e Lodovico Osanna Fratelli. 1617 in 4 — di Giambatista Andreini, Fiorentino.",Maddalena,,Giambattista Andreini,Q1134183,Sacra Rappresentazione,,Mantua,Q6247,,,Aurelio e Lodovico Osanna,,1617,4,False,,,False
3131,"MADDALENA CONVERTITA. Rappresentazione Sacra. — in Napoli, per Gio. Giacomo Carlino, 1612 in 12. — di Niccolò Rodiani, Canonico Regolare Lateranense, Accademico Affidato.",Maddalena Convertita,,Niccolò Rodiani,,Rappresentazione Sacra,,Naples,Q2634,,,Giovanni Giacomo Carlino,Q3767364,1612,12,False,,,False
3132,"MADDALENA CONVERTITA. Rappresentazione. — in Milano, per Gio. Giacomo Como. 1616 in 12. — di Fra Benedetto Cinquanta, Minore Osservante.",Maddalena Convertita,,Benedetto Cinquanta,Q88943896,Rappresentazione,,Milan,Q490,,,Giacomo Como,Q103325359,1616,12,False,,,False
3133,"MADDALENA LA PECCATRICE CONVERTITA. Rappresentazione. — in Piacenza, per Gio. Bazacci. 1650 in 8 — Poesia di Gio. Francesco Mignani.",Maddalena La Peccatrice Convertita,,Giovanni Francesco Mignani,,Rappresentazione,,Piacenza,Q13329,,,Giovanni Bazachi,Q117050910,1650,8,False,,,False
3134,"MADDALENA LASCIVA, E PENITENTE. Azione Drammatica, e divota rappresentata in Milano, e dedicata all'Illustrifs. Sig. Co. Paolo Bolognini, in Firenze, per gli Eredi di Cristofano Marescotti. 1612 in 4in Milano per Giambatista, e Giulio Cesare Malatesta, senz'anno, in 8 — La Dedicatoria à in data di Milano il 17 Agosto 1652 di Giambatista Andreini, Fiorentino, Comico, detto Lelio Fedele. — La medesima intitolata. la Maddalena, Composizione Sacra. — Pragæe prope excudebat Sigismundus Leva. 1628 in 12","Maddalena Lasciva, E Penitente",,,,"Azione Drammatica,",,Milan,Q490,,,Eredi di Cristofano Marescotti,,0,4,False,,,False
3135,"MADDALENA PENITENTE. Opera (in prosa). — in Venezia, per Benedetto Milocco 1680 in 12. — ed ivi, per il Milocco. 1690 in 12, con nuova aggiunta. — di Giammaria Muti, Veneziano.",Maddalena Penitente,,Giammaria Muti,,Opera,prose,Venice,Q641,,,Milocco,,1680,12,False,,,False
3136,"MADDALENA PENTITA. Opera Drammatica. in Milano, per Lodovico Monza. 1650 in 12. — di Carlo Bartolommeo Torre, Milanese Canonico della Collegiata di San Nazario.",Maddalena Pentita,,Carlo Torre,Q106622070,Opera Drammatica,,Milan,Q490,,,Lodovico Monza,Q112396794,1650,12,False,,,False
3137,MADDALENA PENTITA. Commedia Sacra (in prosa). — in Bologna per Antonio Pisarri. 1670 in 12. — di Michele Stanchi.,Maddalena Pentita,,Michele Stanchi,,Commedia Sacra,prose,Bologna,Q1891,,,Antonio Pisarri,Q96622995,1670,12,False,,,False
3138,"MADDALENA RAVVEDUTA. Rappresentazione Spirituale in Venezia, per Marco Ginnammi. 1624 in 8 — di Gio. Vincenzo Piccino Sacerdote Lezzesse.",Maddalena Ravveduta,,Giovanni Vincenzo Piccino,,Rappresentazione Spirituale,,Venice,Q641,,,Marco Ginammi,Q59526923,1624,8,False,,,False
3139,"MADDALENA ROMITA. Opera Spirituale. — in Roma, per Manelfo Manelfi. 1642 e 1645 in 11. — di Giuseppe di Lauro.",Maddalena Romita,,Giuseppe di Lauro,,Opera Spirituale,,Rome,Q220,,,Manelfo‏ ‎ ‏ Manelfi,Q87124329,1645,11,False,,,False
3140,"MADDALENA AL SEPOLCRO. Dramma Musicale. — in Firenze, per il Bonardi. 1656 in 4 — di Girolamo Bartolommei, già Smeducci, Fiorentino.",Maddalena Al Sepolcro,,Girolamo Bartolommei,Q109876959,Dramma Musicale,,Florence,Q2044,,,Bonardi,,1656,4,False,,,False
3141,"MADRE DEGLI DEI. Festa Musicale nel giorno dell'Augustissimo nome della S. R. M. dell'Imperadrice Eleonora l'anno 1693 — in Vienna d Austria, per Susanna Cristina Vedova di Matteo Cosmerovio 1693 in 4 — d'Incerto Autore.",Madre Degli Dei,,unknown,Q24238356,Festa Musicale,,Vienna,Q1741,,,Susanna Christina Cosmerovius,Q106080028,1693,4,False,,,False
3142,"MADRE DE' MACCABET. Oratorio per Musica. — in Siena, senz'anno in 12. — di Girolamo Gigli, Sanese.",Madre De' Maccabet,,Girolamo Gigli,Q3768932,Oratorio,,Siena,Q2751,,,unknown,,0,12,True,,,False
3143,"MAGA CON FRITELLINO MAGO A CASO. Commedia (in prosa) — in Venezia, per Domenico Lovisa. senz'anno, in 12. — di Antonio Dattomo.",Maga Con Fritellino Mago A Caso,,Antonio Dattomo,,Commedia,prose,Venice,Q641,,,Domenico Lovisa,Q19569565,0,12,False,,,False
3144,"MAGA FULMINATA. Dramma recitato in Venezia l'anno 1638 nel Teatro di S. Cassiano. — in Venezia, per Antonio Bariletti, 1638 in 12. — Poesia di Benedetto Ferrari, Veneziano. — Musica di Francesco Manelli, di Tivoli. — Replicato in Bologna l'anno 1641 nel Teatro Formagliari. — in Bologna, senza Stampatore. —1641 in 12. — Musica del detto Manelli.",Maga Fulminata,,Benedetto Ferrari,Q816842,Dramma,,Venice,Q641,Teatro San Cassiano,Q246429,unknown,,1638,12,True,Francesco Manelli,Q326934,False
3145,"MAGA INNOCENTE. Favola Pastorale Tragi—comica. — in Bologna per Giacomo Monti, 1649 in 12. — di Giuliano Bezzi, di Forlì.",Maga Innocente,,Giuliano Bezzi,Q55225623,Favola Pastorale,,Bologna,Q1891,,,Giacomo Monti,Q93123102,1649,12,False,,,False
3146,"MAGA INVIDIOSA. Favola Pastorale rappresentata in Musica al Sereniss. Principe di Venezia Marino Grimani A 26. Dicembre 1602 — in Venezia, per il Rampazzetto, 1602 in 4 — d'Incerto Autore.",Maga Invidiosa,,unknown,Q24238356,Favola Pastorale,,Venice,Q641,,,Francesco Rampazetto,Q112541351,1602,4,False,,,False
3147,"MAGA TRIONFANTE. Dramma rappresentato l'anno 1700 nel nuovo Teatro di Este. — in Venezia, per Domenico Lovisa. 1700 in 12. — d'Incerto Autore.",Maga Trionfante,,unknown,Q24238356,Dramma,,Venice,Q641,Teatro di Este,,Domenico Lovisa,Q19569565,1700,12,False,,,False
3148,"MAGGIOR MOSTRO DEL MONDO. Opera Tragica (in prosa) — Perugia, per Sebastiano Zecchini. 1656 in 12. — ed in Venezia, per il Pezzana, 1659 in 12. — di Giacinto Andrea Cicognini, Fiorentino. — Di questa così lasciò scritto l'llacci Drammat. c. Manuscritta era intitolata la Marienne, e siccome, o lo Stampatore, o chi sia stato, ha mutato il titolo, cosi ha levato il ridicolo, ed altre cose dell'Opera a suo capriccio. Io però, avendo veduta in istampa anche la Marienne, la pongo in questo Indice, senza badare a ciò, che abbia voluto dire l'Allacci, ed il P. Negri, Autore poco esatto, che l'ha copiato.",Maggior Mostro Del Mondo,,Giacinto Andrea Cicognini,Q653588,Opera Tragica,prose,Venice,Q641,,,Niccolò Pezzana,Q3875883,1656,12,False,,,False
3149,"MAGGIOR TRADIMENTO CONTRO LA PIÙ COSTANTE DELLE MARITATE, ovvero, l'Amico Traditor Fedele. Opera Tragicomica (in prosa) — in Perugia, per Sebastiano Zecchini. 1659 in 12. — del Dott. Giacinto Andrea Cicognini., Fiorentino. — Si trova insieme col Don. Gastone, ovvero, con la più Costante tra le Maritate dello stesso Autore.",Maggior Tradimento Contro La Più Costante Delle Maritate,L'Amico Traditor Fedele,Giacinto Andrea Cicognini,Q653588,Opera Tragicomica,prose,Perugia,Q3437,,,Sebastiano Zecchini,,1659,12,False,,,False
3150,"MAGIA D'AMORE. Favola Pastorale (parte in prosa, e parte in verso) — in Ronciglione, per Lodovico Grignani, e Lorenzo Lupi, 1619 in 12. — di Matteo Pagani. Accademico Unito, detto il Vigilante.",Magia D'Amore,,Matteo Pagani,Q21555287,Favola Pastorale,prose,Ronciglione,Q30029567,,,Lodovico Grignani,Q55228486,1619,12,False,,,False
3151,"MAGIA DE' CARATTERI. Commedia (in prosa). — in Venezia, per Benedetto Milocco 1682 in 12. — di Giammaria Muti, Veneziano.",Magia De' Caratteri,,Giammaria Muti,,Commedia,prose,Venice,Q641,,,Benedetto Milocco,,1682,12,False,,,False
3152,"MAGIA DELUSA. Dramma per Musica rappresentato nel Teatro Onigo di Treviso. l'anno 1702 — in Venezia, per Marino Rossetti, 1702 in 12. — di Aurelio Aurelj, Veneziano.",Magia Delusa,,Aurelio Aureli,Q775525,Dramma,,Venice,Q641,Teatro Onigo,Q51160,Marino Rossetti,Q122599209,1702,12,True,,,False
3153,"MAGICHE ILLUSIONI. Componimento per Musica rappresentato il giorno dell'Ascensione di Nostro Signore 19 Maggio dell'anno 1605 alla presenza del Sereniss. Principe di Venezia Marino Grimani. — in Venezia, senza Stampatore. 1605 in 4 — d'Incerto Autore.",Magiche Illusioni,,unknown,Q24238356,Componimento,,Venice,Q641,,,unknown,,1605,4,True,,,False
3154,"MAGICO LEGATO. Tragicommedia Pastorale. — in Venezia, per Giovanni Alberti, 1607 in 12. — ed in Anversa per Giovanni Kechergio. 1607 in 12. — di Pietro Benedetti, Genovese. — Dopo la Lettera Dedicatoria dell'Autore all'Illustriss. ed Eccellentiss. Sig. Ambrogio Spinola, Marchese di Venaffro, Caval. dell'Ordine del Toson d'Oro, Mastro di Campo Generale, e Governatore degli eserciti per Sua Maestà Catt. ne Paesi Bassi, e dopo sedici Sonetti dell'Autore sopra varj soggetti, si legge una Lettera—Discorsiva dello stesso intorno al suo Magnifico Legato, scritta al molto Magnifico Sig. Gaspare Muzio suo Cugino.",Magico Legato,,Pietro Benedetti,Q3903690,Tragicommedia Pastorale,,Venice,Q641,,,Giovanni Alberti,Q112382065,1607,12,False,,,False
3155,"MAGIE AMOROSE. Dramma arricchito di Prospettive, Macchine, e Balli da Giambatista Balbi. — in Napoli, per Roberto Mollo. 1653 in 12. — di Giulio Cesare Sorrentino, Napolitano.",Magie Amorose,,Giulio Cesare Sorrentino,Q103844548,Dramma arricchito,,Naples,Q2634,,,Roberto Mollo,Q93435925,1653,12,False,,,False
3156,"MAGNANIMITÀ D'ALESSANDRO. Dramma rappresentato in Ispruch alla Maestà di Alessandra Cristina Regina di Svezia. — in Ispruch, per Michel Vagner. 1662 in 8 — di Francesco Sbarra, Luchese.",Magnanimità D'Alessandro,,Francesco Sbarra,Q16557398,Dramma,,Innsbruck,Q1735,,,Michel Vagner,,1662,8,False,,,False
3157,"MAGNANIMITÀ DI MARCO FABRIZIO nel giorno del gloriosissimo nome della S. C. R. M. dell'Imperador Leopoldo I. per comando della Imperadrice Eleonora. — in Vienna d'Austria, per Susanna Cristina Vedova di Matteo Cosmerovio. 1695 in 8 — Poesia di Donato Cupeda, Napolitano. — Musica di Antonio Draghi, Ferrarese.",Magnanimità Di Marco Fabrizio Nel Giorno Del Gloriosissimo Nome Della S,,Donato Cupeda,Q98636911,R,,Vienna,Q1741,,,Susanna Christina Cosmerovius,Q106080028,1695,8,True,Antonio Draghi,Q601855,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
3158,"MAGNO. Tragedia Sacra. — in Napoli, per Cammillo Cavallo. 1645 e 1648 in 12. — di Bartolommeo Abati.",Magno,,Bartolommeo Abati,,Tragedia Sacra,,Naples,Q2634,,,Camillo Cavallo,,1648,12,False,,,False
3159,"MAGO. Egloga Pastorale. — in Osimo, per Astolfo de' Grandi, 1569 in 8 — di M. Flamminio Guarniero, da Osimo.",Mago,,Flamminio Guarnieri,,Egloga Pastorale,,Osimo,Q124554,,,Astolfo Grandi,Q111659012,1569,8,False,,,False
3160,"MAGO DELUSO DALLA MAGIA. Dramma recitato l'anno 1718 nel Teatro Formagliari della Città di Bologna. — Poesia del Co. Antonio Zanibon, Bolognese. — Musica di Giuseppe Maria Buini, Bolognese. — Replicato l'anno 1735 nel Teatro Pubblico di detta Città col titolo di Destino trionfante, e la Magia Delusa. — Musica di Diversi.",Mago Deluso Dalla Magia,,Antonio Zaniboni,Q605793,Dramma,verse,,,Teatro Guastavillani/Formagliari,,unknown,,1718,,True,N/A,,False
,,,,,,,,,,N/A,,unknown,,,,,N/A,,
3161,"MAGRINO. Commedia (in terza rima) — in Fiorenza, nel Garbo. 1572 in 8 — in Siena, senza Stampatore. 1581 in 8 — di Niccolò Campani, detto con altro nome lo Strascino, della Congrega de' Rozzi.",Magrino,,Niccolò Campani,Q3875842,Commedia,,Florence,Q2044,,,unknown,,1572,8,False,,,False
3162,"MAL MARITATO. Commedia (in prosa). — in Napoli, per Gio. Domenico Roncagliolo. 1623 in 12. — di Orazio Persio, di Matera.",Mal Maritato,,Orazio Persio,Q124616618,Commedia,prose,Naples,Q2634,,,Giovanni Domenico Roncagliolo,Q117050500,1623,12,False,,,False
3163,"MALMARITO. Commedia (in prosa) — in Napoli, per Ottavio Beltramo 1633 1639 in 12. — di Ottavio d'Isa, di Capua, ma veramente del Canonico Francesco Fratello di Ottavio.",Malmarito,,Ottavio d'Isa,,Commedia,prose,Naples,Q2634,,,Ottavio Beltrano,Q3887200,1639,12,False,,,False
3164,"MAL PREMIATI AMORI. Tragicommedia Pastorale (in prosa). — in Orvieto, per Antonio Colaldi. 159. in 8, e 1608 in 4 — di Porzio Marj, di Trievi.",Mal Premiati Amori,,Porzio Mari,,Tragicommedia Pastorale,prose,Orvieto,Q541,,,Antonio Colaldi,,1608,8,False,,,False
3165,"MALANDRINA. Commedia (in prosa). — in Venezia, all'Insegna della Speranza a S. Giuliano. 1587 in 8 — di Gio. Francesco Loredano, Patrizio Veneto.",Malandrina,,Giovanni Francesco Loredano,Q3767277,Commedia,prose,Venice,Q641,,,all'Insegna della Speranza,,1587,8,False,,,False
3166,"MALATESTA. Commedia Spirituale (in tre Atti) del Miracolo della Sacra Vergine Santa Caterina da Siena, nuovamente ridotta in ottava rima, e pubblicamente rappresentata nella Contrada dove ella nacque di Fonteblanda la prima Domenica di Maggio, giorno della sua solennissima Festa 1569 — in Fiorenza, senza Stampatore. 1575 in 4 — d'Incerto Autore.",Malatesta,,unknown,Q24238356,Commedia Spirituale,verse,Florence,Q2044,,,unknown,,1575,4,False,,,False
3167,"MALFATTO. Commedia rozza e amorosa, cosa piacevole da recitarsi (in terzine). — in Siena, senza Stampatore. — di varj Autori, tutti della Congrega de' Rozzi di Siena.",Malfatto,,various authors,Q2818964,Commedia rozza,,Siena,Q2751,,,unknown,,0,,False,,,False
3168,"MALIA D'AMORE. Commedia. — in Perugia, per gli Eredi di Alessandro Petrucci. 1618 in 12. — di Francesco Podiani, Accademico Insensato di Perugia.",Malia D'Amore,,Francesco Podiani,Q121540888,Commedia,,Perugia,Q3437,,,Eredi di Alessandro Petrucci,,1618,12,False,,,False
3169,"MALMOCOR. Tragichissimo Dramma per Musica rappresentato in Bologna iL Carnevale del 1728 nel Teatro Marsigli Rossi. — in Bologna, per Costantino Pisarri. 1728 in 8 — Poesia di Giuseppe Maria Buini, Bolognese. — Musica del medesimo. — E satio ad imitazione del Rutzvanscad.",Malmocor,,Giuseppe Maria Buini,Q16571741,Tragichissimo Dramma,,Bologna,Q1891,Teatro Marsigli-Rossi,Q123847401,Costantino Pisarri,Q87769655,1728,8,True,Giuseppe Maria Buini,Q16571741,False
3170,"MANASSE RE DI GIUDA. Tragedia, in Bologna, per il Longhi, 1692 in 12. — di F. Tommaso Cervioni, Agostiniano.",Manasse Re Di Giuda,,Tommaso Cervioni,Q64745801,"Tragedia, in",,Bologna,Q1891,,,Giuseppe Longhi,Q98645100,1692,12,False,,,False
3171,"MANASSE RE DI GIUDEA. Tragedia. in Bologna, per Lelio della Volpe. 1732 in 8 — del P. Giovanni Granelli, Genovese della Compagnia di Gesù. — La pubblico Giovanni Basadonna, Genovese, sotto nome di Creniso Paronatide P. A.",Manasse Re Di Giudea,,Giovanni Granelli,Q52154187,Tragedia,,Bologna,Q1891,,,Lelio Dalla Volpe,Q6520898,1732,8,False,,,False
