voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"PELAGRILLI. Commedia (in tre Atti col Prologo in ottave, ed il rimanente in terzine). — in Firenze, senza Stampatore. 1573 in 8 — ed in Siena, alla Loggia del Papa, 1605 in 8 — di Ascanio Cacciaconti, della Congrega de' Rozzi di Siena.",Pelagrilli,,"<a href=""https://www.wikidata.org/wiki/Q111473416"">Ascanio Cacciaconti</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,unknown,1573,8,False,,False
"PELARINA. Intermezzi per Musica ppresentati nel Teatro Grimani di San Samuele l'anno 1734 — in Venezia, per Alvise Valvasense. 1734 in 8 — d'Incerto Autore.",Pelarina,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",intermezzi,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1057412"">Teatro San Samuele</a>",Alvise Valvasense,1734,8,True,,False
"PELLEGRINA. Commedia (in prosa) rappresentata nelle felicissime Nozze del Sereniss. Don Ferdinando de Medici Gran Duca di Toscana, della Sereniss. Madama Cristina di Lorena sua Consorte. — in Siena, nella Stamperia di Luca Bonetti. 1589 in 4 — ivi, per Matteo Florini. 1589 in 12. — in Venezia, per Giambatista Pulciani. 1606 in 12. — in Siena, per Matteo Florini, 1611 in 12 con altre degl'Intronati. ed ivi, per Bartolommeo Franceschi. 1611 in 12 T. II. ove si trovano sei Commedie degl'Intronati, tra le quali anche la Pellegrina di Alessandro Piccolomini, come si è detto nell'Alessandro, in questo volume nella col. 30 del Materiale Intronato, cioè, Girolamo Bargagli, Sanese, Padre di Scipione, che a nome del Padre la dedica al Gran Duca suddetto.",Pellegrina,,"<a href=""https://www.wikidata.org/wiki/Q250089"">Alessandro Piccolomini</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,"<a href=""https://www.wikidata.org/wiki/Q110805170"">Luca Bonetti</a>",1589,4,False,,False
"PELLEGRINA COSTANTE. Dramma Sacro. — in Roma, per Manelfo Manelfi. 1647 in 8 — di Loreto Vittorj, di Spoleto.",Pellegrina Costante,,"<a href=""https://www.wikidata.org/wiki/Q725197"">Loreto Vittori</a>",dramma sacro,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q87124329"">Manelfo‏ ‎ ‏ Manelfi</a>",1647,8,False,,False
"PELLEGRINA INGRANDITA, ovvero, la Regina Ester. Dramma Scenico. — in Milano, per Lodovico Monza. 1666 in 12. — di Carlo Torre, Milanese.",Pellegrina Ingrandita,La Regina Ester,"<a href=""https://www.wikidata.org/wiki/Q106622070"">Carlo Torre</a>",dramma scenico,,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,"<a href=""https://www.wikidata.org/wiki/Q112396794"">Lodovico Monza</a>",1666,12,False,,False
"PELLECREINO. Commedia (in versi sciolti endecassillabi). in Venezia per Gio. Griffio. 1552 in 8 — ivi, per Gabriele Giolito de Ferrari, 1560 in 12. — ivi, per gli Eredi di Bartolommeo Rubini, 1586 in 12. — ed ivi, per Marc'Antonio Bonibello. 1596 in 8 — di Girolamo Parabosco, Bolognese.",Pellecreino,,"<a href=""https://www.wikidata.org/wiki/Q29300"">Girolamo Parabosco</a>",commedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Eredi di Bartolomeo Rubini,1552,8,False,,False
"PELLEGRINO. Commedia (in prosa) in Venezia, per Gabriele Giolito. 1554 in 12. — di Lorenzo Comparini, Fiorentino.",Pellegrino,,Lorenzo Comparini,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Gabriele Giolito,1554,12,False,,False
"PELLEGRINO. Dramma per Musica in Firenze, per Vincenzio Vangelisti. 1698 in 12. Nel Tom. II. c. 303 delle Poesie Drammatiche dell'Autore. — del Dottor Gio. Andrea Moniglia, Fiorentino. i.",Pellegrino,,"<a href=""https://www.wikidata.org/wiki/Q42534467"">Giovanni Andrea Moniglia</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Vincenzo Vangelisti,1698,12,True,,False
"PELLEGRINO. Rappresentazione di un Pellegrino, che andando a San Jacopo di Galizia, il Diavolo l'ingannò. — in Firenze l'anno 1555 nel Mese di Settembre, senza Stampatore. in 4 — d'Incerto Autore.",Pellegrino,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,unknown,1555,4,False,,False
"PELLEGRINO AMANTE. Tragicommedia. — in Venezia, per Giambatista Combi. 1623 in 12. — di Lelio Mancini, detto il Censurato.",Pellegrino Amante,,Lelio Mancini,tragicommedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q109398264"">Giovanni Battista Combi</a>",1623,12,False,,False
"PELLEGRINO PERFETTO. Parabola recitata in S. Giovanni de' Fiorentini dalli Figliuoli della Dottrina Cristiana l'anno 1634 — in Roma, per Francesco Corbelletti. 1634 in 12. — dell'Accademico Principiante.",Pellegrino Perfetto,,Accademico Principiante,parabola,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q1003311"">Francesco Corbelletti</a>",1634,12,False,,False
"PELOPE, ED IPPODAMIA. Drammetto. in Bologna, per li Manolessi. 1678 in 12. — del Co. Antonio Maria Campeggi, Bolognese.","Pelope, Ed Ippodamia",,Antonio Maria Campeggi,drammetto,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q118278831"">Francesco Manolessi</a>",1678,12,False,,False
"PELOPE GELOSO. Invenzione Drammatica. — in Venezia, senza Stampatore. 1660 in 4 — di Gio. Francesco Marcello, Cittadino Veneto.",Pelope Geloso,,Giovanni Francesco Marcello,invenzione drammatica,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1660,4,False,,False
"PELOPIDA TEBANO IN TESSAGLIA. Festa Teatrale nel giorno del Gloriosiss. Nome dell'Imperadore Leopoldo l'anno 1694 per comando della S. C. R. M. dell'Imperadrice Eleonora Maddalena Teresa. in Vienna d'Austria, per Susanna Cristina, Vedova di Matteo Cosmerovio. 1694 in 4 — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Pelopida Tebano In Tessaglia,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",festa teatrale,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q106080028"">Susanna Christina Cosmerovius</a>",1694,4,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"PENA DEGLI OCCHI. Dramma recitato nel Teatro di San Mosè di Venezia l'anno 1688 — in Venezia, per Francesco Niccolini. 1688 in 12. — Poesia d'Incerto Autore. Musica dell'Abate Francesco Rossi Veneziano.",Pena Degli Occhi,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>",Francesco Niccolini,1688,12,False,"<a href=""https://www.wikidata.org/wiki/Q16557390"">Francesco Rossi</a>",False
"PENELOPE. Componimento per Musica rappresentato nel giorno 26 Decembre dell'anno 1597 alla presenza del Sereniss. Principe di Venezia Marino Grimani. — in Venezia, per il Rampazzetto. 1597 in 4 d'Incerto Autore.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",componimento,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q112541351"">Francesco Rampazetto</a>",1597,4,True,,False
"PENELOPE. Dramma per Musica rappresentato a Vienna nel Giorno Natalizio, della Imperadrice Eleonora, per comando della Arciduchessa Marianna, l'anno 1670 — in Vienna, per Gio. Cristoforo Cosmerovio. 1670 in 8 — Poesia del Co. Niccolo Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q104283372"">Johann Christoph Cosmerovius</a>",1670,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"PENELOPE. Dramma per Musica in applauso delle Augustissime Nozze della Sacre Reali Maestà dell'Imperadore Leopoldo, ed Imperadrice Claudia Felice, fatto rappresentare dal Serenissimo Sig. Duca di Mantova, Monferrato &c. l'anno 1674. in Mantova, per gli Osanna. 1674 — d'Incerto Autore.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q6247"">Mantua</a>",,Osanna,1674,,True,,False
"PENELOPE. Tragedia. — in Padova, per Giuseppe Commino, 1724 in 8. Nel fine si leggono alcune Elegie dell'Autore. — di Giuseppe Salio, Padovano.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q40687099"">Giuseppe Salio</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",,"<a href=""https://www.wikidata.org/wiki/Q3770342"">Giuseppe Comino</a>",1724,8,False,,False
"PENELOPEA. Tragicommedia Pastorale. — in Napoli, per Gio. Domenico Roncagliolo. 1625 e 1626 in 8 — di Filippo Finella.",Penelopea,,"<a href=""https://www.wikidata.org/wiki/Q18945265"">Filippo Finella</a>",tragicommedia pastorale,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q117050500"">Giovanni Domenico Roncagliolo</a>",1626,8,False,,False
"PENELOPE. Tragicommedia (in prosa). — in Napoli, per Matteo Cancer. 1591 in 12. — in Napoli, per Gio. Domenico Roncagliolo. 1628 in 8 — di Giambatista della Porta. la.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q334154"">Giambattista della Porta</a>",tragicommedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q93429891"">Mathias Cancer</a>",1591,12,False,,False
"PENELOPE. Tragicommedia per Musica rappresentata nella Cesarea Corte, per comando Augustissimo, nel Carnevale dell'anno 1724 — in Vienna, per Gio. Pietro Van Ghelen, 1724. in 8 — Poesia del Dott. Pietro Pariati, di Reggio di Modona. — Musica di Francesco Conti.",Penelope,,"<a href=""https://www.wikidata.org/wiki/Q328190"">Pietro Pariati</a>",tragicommedia,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q1695821"">Johann Peter van Ghelen</a>",1724,8,True,"<a href=""https://www.wikidata.org/wiki/Q691763"">Francesco Bartolomeo Conti</a>",False
"PENELOPE LA CASTA. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia in Venezia, per Francesco Niccolini. 1685 in 12. — Poesia di Matteo Noris, Veneziano. — Musica di Carlo Pallavicino, Bresciano. — Replicato nello stesso Teatro l'anno 1716. in Venezia, per Marino Rossetti. 1716 in 12. — Musica di Fortunato Chelleri, Milanese.",Penelope La Casta,,"<a href=""https://www.wikidata.org/wiki/Q3299633"">Matteo Noris</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982047"">Teatro Malibran</a>",Francesco Niccolini,1685,12,True,"<a href=""https://www.wikidata.org/wiki/Q320534"">Carlo Pallavicino</a>",False
"PENELOPEA. Tragicommedia Pastorale. — in Napoli, per Gio. Domenico Roncagliolo. 1625 e 1628 in 8 — di Filippo Finella.",Penelopea,,"<a href=""https://www.wikidata.org/wiki/Q18945265"">Filippo Finella</a>",tragicommedia pastorale,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q117050500"">Giovanni Domenico Roncagliolo</a>",1628,8,False,,False
"PENITENTE. Dramma Musicale rappresentato in Massa l'anno 1656 — in 12. — del Cav. Niccolo Margantoni, Musico di Camera dell'Eccell. Sign. Principe di Massa.",Penitente,,Niccolò Margantoni,dramma musicale,,,,unknown,1656,12,False,,False
"PENITENTE D'EGITTO (in prosa). in Bologna, per Carl'Antonio Peri. 1663 in 12. — di Francesco Arrigoni.",Penitente D'Egitto (In Prosa),,"<a href=""https://www.wikidata.org/wiki/Q21542375"">Francesco Arrigoni</a>",?,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,Carl'Antonio Peri,1663,12,False,,False
"PENITENZA CORONATA, ovvero, l'Enormità Convertita di Maria Egiziaca. Sacra Comica. — in Viterbo, per il Finelli. 1721 in 12. — del Dott. Giulio Maria Abate Gatti, della Città della Sala.",Penitenza Coronata,L'Enormità Convertita Di Maria Egiziaca,Giulio Maria Gatti,sacra comica,,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,Pinelli,1721,12,False,,False
"PENITENZA DI SAN BONIFAZIO. Rappresentazione. — in Codogno, senza Stampatore, ed anno. in 8 — del Dott. Bartolommeo Lucchini.",Penitenza Di San Bonifazio,,Bartolomeo Lucchini,rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q42298"">Codogno</a>",,unknown,0,8,False,,False
"PENOLO. Commedia di Plauto tradotta nella comune Lingua d'Italia (in prosa). — in Vinegia, per Niccolò d'Aristotile, detto Zoppino 1530 in 8, con altre del medesimo autore. — d'Incerto. — Vedi ciò, che si è detto di questa nell'articolo de' Menecmi.",Penolo,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q3876594"">Nicolò d'Aristotele</a>",1530,8,False,,True
"PENSIERI DIVOTI per la Notte del Santiss. Natale cantati nel Palazzo Apostolico. — in Venezia, per Marino Rossetti. 1702 in 12. — Poesia di Girolamo Frigimelica Roberti, Padovano. — Musica di Carlo Agostino Badia.",Pensieri Divoti Per La Notte Del Santiss,,"<a href=""https://www.wikidata.org/wiki/Q1527033"">Girolamo Frigimelica</a>",natale cantati,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1702,12,True,"<a href=""https://www.wikidata.org/wiki/Q871900"">Carlo Agostino Badia</a>",False
"PENSIERI FALLACI. Commedia (in prosa). — in Venezia, per Giambatista Combi. 1624 in 12. — di Francesco Gatticci.",Pensieri Fallaci,,Francesco Gatticci,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q109398264"">Giovanni Battista Combi</a>",1624,12,False,,False
"PENTESILEA. Tragedia. — in Firenze, per Gio. Donato, e Bernardino Giunti, e Comp. 1614 in 8 — di Francesco Bracciolini delle Api, di Pistoja.",Pentesilea,,"<a href=""https://www.wikidata.org/wiki/Q322022"">Francesco Bracciolini</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Giovanni Donato e Bernardo Giunti,1614,8,False,,False
"PENTIMENTO AMOROSO. Favola Pastorale recitata l'anno 1575 in Adria sotto il felice Reggimento del Clarissimo M. Michiel Marino (in versi sdruccioli). — in Venezia, per Francesco Rocca. 1575 in 8 — ivi, pel Fabio ed Agostino Fratelli Zoppini. 1583 c 1592 in 12. — ivi, a Sant'Angelo all'Insegna della Verità 1605 in 12. — ivi, per Alessandro de' Vecchi 1606 in 12. — ed ivi, per Antonio Turino, 1612 in 13. — di Luigi Grotto, detto il Cieco di Adria.",Pentimento Amoroso,,"<a href=""https://www.wikidata.org/wiki/Q1876177"">Luigi Groto</a>",favola pastorale,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Francesco Rocca,1575,8,False,,False
"PENTIMENTO GENEROSO. Dramma rappresentato nel Teatro di Sant'Angiolo di Venezia l'anno 1719 Venezia, per Marino Rossetti. in 12. — Poesia di Domenico Lalli, Napoletano. — Musica di Stefano Andrea Fiorè, Milanese.",Pentimento Generoso,,"<a href=""https://www.wikidata.org/wiki/Q1237180"">Domenico Lalli</a>",dramma,,,"<a href=""https://www.wikidata.org/wiki/Q1110282"">Teatro San Angelo</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1719,12,True,"<a href=""https://www.wikidata.org/wiki/Q495085"">Andrea Stefano Fiorè</a>",False
"PENTIMENTO DI MARIA MADDALENA. Poema Drammatico (in ottava rima). — in Roma, per Guglielmo Facciotti. 1615 in 8 — di Scipione Francucci, Aretino.",Pentimento Di Maria Maddalena,,Scipione Francucci,poema drammatico,verse,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q55227318"">Guglielmo Facciotto</a>",1615,8,False,,False
"PENTITA FANCIULLA. Commedia in Pisa, per Silvio Marchetti, e Carlo Massimi, 1626 in 8 — di Gio. Francesco Lupi, di Pisa.",Pentita Fanciulla,,Giovanni Francesco Lupi,commedia,,"<a href=""https://www.wikidata.org/wiki/Q13375"">Pisa</a>",,Silvio Marchetti,1626,8,False,,False
"PERDITA D'ARMIDA NE' CAMPI ELISJ. Commedia (in prosa) — in Terni, per Tommaso Guerrieri 1632 in 12. — di Lorenzo Cerasoli, di Montapoli nella Sabina, dell'Abbadia di Farfa, Accademico Intricato.",Perdita D'Armida Ne' Campi Elisj,,Lorenzo Cerasoli,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q8621"">Terni</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733453"">Tommaso Guerrieri II</a>",1632,12,False,,False
"PERDITE VITTORIOSE D'UN PRIGIONIERO TRIONFANTE. Commedia (in prosa) in Palermo, per Giovanni da Napoli. 1707 in 4. — di Vincenzo Parisi, di Palermo.",Perdite Vittoriose D'Un Prigioniero Trionfante,,Vincenzo Parisi,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Giovanni da Napoli,1707,4,False,,False
"PERFETTO IBRAIM, GRAN VISIR DI COSTANTINOPOLI. Dramma Musicale. — in Venezia, per Francesco Niccolini. 1679 in 12. — d'Incerto Autore a.","Perfetto Ibraim, Gran Visir Di Costantinopoli",,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma musicale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Francesco Niccolini,1679,12,False,,False
"PERFIDIA FULMINATA DA SANSONE, colle ruine del Tempio de' Filistei, Dramma Tragico, e Morale per Musica rappresentato nel Teatro del Falcone di Genova l'anno 1660 — in Genova, per Antonio Casamara. 1695 in 8 coll'altre Poesie Drammatiche dell'Autore. — di Gio. Andrea Spinola, Genovese.","Perfidia Fulminata Da Sansone, Colle Ruine Del Tempio De' Filistei",,"<a href=""https://www.wikidata.org/wiki/Q3766409"">Giovanni Andrea Spinola</a>",dramma tragico e morale,,"<a href=""https://www.wikidata.org/wiki/Q1449"">Genoa</a>","<a href=""https://www.wikidata.org/wiki/Q46088598"">Teatro del Falcone</a>",Antonio Casamara,1695,8,True,,False
"PERIBEA IN SALAMINA. Dramma rappresentato in Vicenza nel nuovo Teatro delle Grazie l'anno 1712 — in Padova, nella Stamperia del Penada. 1712 in 12. — d'Incerto Autore.",Peribea In Salamina,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>","<a href=""https://www.wikidata.org/wiki/Q3982315"">Teatro delle Grazie</a>","<a href=""https://www.wikidata.org/wiki/Q102280534"">Penada</a>",1712,12,False,,False
"PERICCA, E VARRONE. Intermezzi in Musica recitati nel Teatro di Sant'Angelo di Venezia l'anno 1731 — Venezia, per Girolamo Savioni 1731 in 12. — Replicati nello stesso Teatro l'anno 1732 — in Venezia, per Carlo Buonarrigo. 1732 in 12 Poesia d'Incerto Autore. — Musica di Michiele Fino, Napoletano.","Pericca, E Varrone",,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",intermezzi,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1110282"">Teatro San Angelo</a>",Girolamo Salvioni,1731,12,True,"<a href=""https://www.wikidata.org/wiki/Q108805579"">Michele Fini</a>",False
"PERICLE EFFEMMINATO. Dramma recitato nel Teatro di Sant'Apollinare di Venezia l'anno 1653 — in Venezia, per Giacomo Batti. 1652 in 12. — Poesia di Giacomo Castoreo, Veneziano. — Musica di Francesco Luzzo, Veneziano.",Pericle Effemminato,,Giacomo Castoreo,dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q864046"">Teatro Sant 'Apollinare</a>",Giacomo Batti,1652,12,True,"<a href=""https://www.wikidata.org/wiki/Q3750177"">Francesco Lucio</a>",False
